,cpi,pce,unemployment,cpi_yoy,pce_yoy
2013-12-02,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-03,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-04,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-05,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-06,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-09,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-10,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-11,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-12,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-13,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-16,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-17,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-18,234.1,96.246,6.9,1.2328701961954458,1.1954704602088029
2013-12-19,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-20,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-23,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-24,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-25,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-26,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-27,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-30,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2013-12-31,234.1,96.246,6.9,1.0449803391761936,1.0191550774074853
2014-01-01,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-02,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-03,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-06,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-07,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-08,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-09,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-10,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-13,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-14,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-15,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-16,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-17,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-20,235.288,96.614,6.6,1.557758795574915,1.4054054054054133
2014-01-21,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-22,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-23,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-24,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-27,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-28,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-29,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-30,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-01-31,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-03,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-04,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-05,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-06,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-07,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-10,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-11,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-12,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-13,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-14,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-17,235.288,96.614,6.6,1.009285772547952,1.045871943439236
2014-02-18,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-19,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-20,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-21,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-24,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-25,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-26,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-27,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-02-28,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-03,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-04,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-05,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-06,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-07,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-10,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-11,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-12,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-13,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-14,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-17,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-18,235.288,96.614,6.6,1.2941166340913135,1.1792057640750642
2014-03-19,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-20,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-21,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-24,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-25,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-26,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-27,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-28,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-03-31,235.288,96.614,6.6,1.5060591810938107,1.2820916019330886
2014-04-01,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-02,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-03,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-04,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-07,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-08,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-09,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-10,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-11,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-14,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-15,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-16,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-17,236.468,96.987,6.2,2.015125303606169,1.6731138157687786
2014-04-18,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-21,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-22,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-23,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-24,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-25,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-28,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-29,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-04-30,236.468,96.987,6.2,1.9728926703263872,1.5985585736583596
2014-05-01,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-02,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-05,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-06,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-07,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-08,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-09,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-12,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-13,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-14,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-15,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-16,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-19,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-20,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-21,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-22,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-23,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-26,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-27,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-28,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-29,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-05-30,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-02,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-03,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-04,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-05,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-06,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-09,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-10,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-11,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-12,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-13,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-16,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-17,236.918,97.147,6.3,2.166947687079812,1.7661662878033946
2014-06-18,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-19,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-20,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-23,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-24,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-25,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-26,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-27,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-06-30,236.918,97.147,6.3,1.7252039501932215,1.414523133455825
2014-07-01,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-02,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-03,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-04,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-07,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-08,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-09,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-10,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-11,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-14,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-15,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-16,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-17,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-18,237.498,97.391,6.2,1.9742378703305974,1.6692416903290486
2014-07-21,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-22,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-23,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-24,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-25,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-28,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-29,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-30,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-07-31,237.498,97.391,6.2,1.7313755054485735,1.5187524756603565
2014-08-01,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-04,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-05,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-06,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-07,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-08,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-11,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-12,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-13,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-14,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-15,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-18,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-19,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-20,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-21,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-22,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-25,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-26,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-27,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-28,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-08-29,237.46,97.379,6.1,1.7150983482969062,1.5062438759980923
2014-09-01,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-02,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-03,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-04,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-05,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-08,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-09,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-10,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-11,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-12,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-15,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-16,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-17,237.477,97.413,5.9,1.7223802343910632,1.5416849083744966
2014-09-18,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-19,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-22,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-23,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-24,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-25,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-26,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-29,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-09-30,237.477,97.413,5.9,1.629655623980919,1.36312081828871
2014-10-01,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-02,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-03,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-06,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-07,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-08,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-09,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-10,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-13,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-14,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-15,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-16,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-17,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-20,237.43,97.384,5.7,1.6095417021513292,1.3329448612426242
2014-10-21,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-22,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-23,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-24,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-27,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-28,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-29,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-30,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-10-31,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-03,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-04,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-05,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-06,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-07,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-10,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-11,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-12,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-13,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-14,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-17,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-18,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-19,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-20,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-21,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-24,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-25,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-26,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-27,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-11-28,237.43,97.384,5.7,1.4224690303289211,1.1823868004904092
2014-12-01,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-02,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-03,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-04,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-05,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-08,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-09,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-10,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-11,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-12,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-15,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-16,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-17,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-18,236.252,97.12,5.6,0.9192652712516125,0.908089686844149
2014-12-19,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-22,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-23,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-24,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-25,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-26,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-29,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-30,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2014-12-31,236.252,97.12,5.6,0.4097106524769689,0.5237336203862686
2015-01-01,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-02,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-05,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-06,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-07,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-08,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-09,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-12,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-13,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-14,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-15,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-16,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-19,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-20,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-21,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-22,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-23,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-26,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-27,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-28,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-29,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-01-30,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-02,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-03,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-04,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-05,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-06,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-09,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-10,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-11,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-12,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-13,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-16,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-17,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-18,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-19,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-20,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-23,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-24,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-25,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-26,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-02-27,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-02,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-03,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-04,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-05,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-06,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-09,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-10,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-11,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-12,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-13,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-16,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-17,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-18,234.747,96.654,5.7,-0.22993097820542818,0.04140186722421113
2015-03-19,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-20,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-23,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-24,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-25,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-26,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-27,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-30,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-03-31,234.747,96.654,5.7,-0.7277940355565948,-0.3433449843793457
2015-04-01,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-02,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-03,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-06,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-07,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-08,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-09,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-10,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-13,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-14,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-15,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-16,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-17,236.222,97.094,5.4,-0.10403098939391064,0.11032406404982709
2015-04-20,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-21,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-22,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-23,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-24,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-27,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-28,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-29,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-04-30,236.222,97.094,5.4,-0.2937725288918558,-0.054556496855295844
2015-05-01,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-04,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-05,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-06,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-07,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-08,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-11,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-12,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
2015-05-13,237.001,97.327,5.6,0.03503321824429584,0.18528621573490334
